showrange,movienm,moviecd,audicnt,showcnt,salesacc,audiacc
20181029~20181029,보헤미안 랩소디,20185485,6919,43,70847000,9466
20181029~20181029,완벽한 타인,20177538,3119,15,414861900,45128
20181030~20181030,창궐,20174981,82772,6178,10330698064,1220700
20181030~20181030,암수살인,20179189,23502,2409,32653715448,3743383
20181030~20181030,미쓰백,20189067,18633,1654,5720472816,676940
20181030~20181030,해리포터와 마법사의 돌,20010291,14373,196,1159982500,132974
20181030~20181030,크레이지 리치 아시안,20182403,13217,1673,1147529441,131883
20181030~20181030,스타 이즈 본,20180523,12055,637,3434257250,389696
20181030~20181030,베놈,20177221,11318,1355,33996389357,3873669
20181030~20181030,퍼스트맨,20186321,10537,1302,5984305239,650338
20181030~20181030,완벽한 타인,20177538,1982,32,429940400,47110
20181030~20181030,곰돌이 푸 다시 만나 행복해,20189123,1663,134,4070110510,488794
20181031~20181031,완벽한 타인,20177538,274118,4950,2088631750,321228
20181031~20181031,보헤미안 랩소디,20185485,110477,2937,835132950,120498
20181031~20181031,창궐,20174981,93528,2824,10884376514,1314228
20181031~20181031,벽 속에 숨은 마법시계,20181404,42726,2016,253219200,43257
20181031~20181031,할로윈,20180987,32534,1812,211436150,33202
20181031~20181031,해리포터와 마법사의 돌,20010291,16145,204,1282002000,149119
20181031~20181031,암수살인,20179189,12502,684,32731491848,3755885
20181031~20181031,미쓰백,20189067,8644,434,5772603966,685584
20181031~20181031,나츠메 우인장: 세상과 연을 맺다,20181879,7206,261,57608000,7962
20181031~20181031,스타 이즈 본,20180523,7048,231,3477274750,396744
20181101~20181101,완벽한 타인,20177538,170213,5005,3461801600,491441
20181101~20181101,보헤미안 랩소디,20185485,65472,3018,1401012300,185970
20181101~20181101,창궐,20174981,34487,2646,11153376064,1348715
20181101~20181101,해리포터와 마법사의 돌,20010291,15432,199,1408789000,164551
20181101~20181101,벽 속에 숨은 마법시계,20181404,14831,1818,368923750,58088
20181101~20181101,할로윈,20180987,12272,1538,313790100,45474
20181101~20181101,암수살인,20179189,5028,627,32771090948,3760913
20181101~20181101,미쓰백,20189067,4972,433,5807966466,690556
20181101~20181101,스타 이즈 본,20180523,4889,237,3517414450,401633
20181101~20181101,폴란드로 간 아이들,20189281,4876,257,120688100,16310
20181102~20181102,완벽한 타인,20177538,248122,5440,5652913130,739563
20181102~20181102,보헤미안 랩소디,20185485,99555,3227,2349098202,285525
20181102~20181102,창궐,20174981,41687,2657,11507883532,1390402
20181102~20181102,벽 속에 숨은 마법시계,20181404,20525,1822,540856450,78613
20181102~20181102,해리포터와 마법사의 돌,20010291,19476,207,1590558500,184027
20181102~20181102,할로윈,20180987,13945,1473,444267052,59419
20181102~20181102,미쓰백,20189067,8118,441,5862992666,698674
20181102~20181102,바울,20181171,5922,262,165520550,22705
20181102~20181102,스타 이즈 본,20180523,5833,248,3570655000,407466
20181102~20181102,폴란드로 간 아이들,20189281,5556,256,166454600,21866
20181103~20181103,완벽한 타인,20177538,474745,6631,9885926861,1214308
20181103~20181103,보헤미안 랩소디,20185485,219900,3602,4433024563,505425
20181103~20181103,창궐,20174981,74884,2490,12167629290,1465286
20181103~20181103,벽 속에 숨은 마법시계,20181404,48208,1835,946172200,126821
20181103~20181103,할로윈,20180987,18440,1202,618258663,77859
20181103~20181103,스타 이즈 본,20180523,9583,263,3661255050,417049
20181103~20181103,바울,20181171,8799,280,240543750,31504
20181103~20181103,해리포터와 마법사의 돌,20010291,8732,107,1671802500,192759
20181103~20181103,미쓰백,20189067,6481,371,5911985466,705155
20181103~20181103,암수살인,20179189,6466,440,32871889798,3772516
20181104~20181104,완벽한 타인,20177538,450294,6585,13909022811,1664602
20181104~20181104,보헤미안 랩소디,20185485,203898,3662,6335254613,709323
20181104~20181104,창궐,20174981,58422,2317,12677042340,1523708
20181104~20181104,벽 속에 숨은 마법시계,20181404,42521,1719,1303145150,169342
20181104~20181104,할로윈,20180987,12633,1060,738318013,90492
20181104~20181104,바울,20181171,11539,285,337055800,43043
20181104~20181104,해리포터와 마법사의 돌,20010291,9007,125,1754689000,201766
20181104~20181104,스타 이즈 본,20180523,8091,258,3737085050,425140
20181104~20181104,캡틴 스터비,20181367,7325,341,128921050,16745
20181104~20181104,미쓰백,20189067,5625,354,5954309566,710780
20181105~20181105,완벽한 타인,20177538,185179,6091,15410380611,1849781
20181105~20181105,보헤미안 랩소디,20185485,80136,3584,7020608663,789459
20181105~20181105,창궐,20174981,15360,2032,12797808040,1539068
20181105~20181105,벽 속에 숨은 마법시계,20181404,7699,1245,1364687850,177041
20181105~20181105,바울,20181171,6587,309,386980450,49630
20181105~20181105,해리포터와 마법사의 돌,20010291,5876,160,1805123500,207642
20181105~20181105,할로윈,20180987,5200,932,781851263,95692
20181105~20181105,스타 이즈 본,20180523,4591,298,3771522450,429731
20181105~20181105,미쓰백,20189067,2474,369,5972380216,713254
20181105~20181105,암수살인,20179189,2442,434,32934357848,3780053
20181106~20181106,완벽한 타인,20177538,179137,6161,16851887511,2028918
20181106~20181106,보헤미안 랩소디,20185485,85040,3631,7743891813,874499
20181106~20181106,창궐,20174981,14008,1945,12907399340,1553076
20181106~20181106,바울,20181171,8222,331,448664050,57852
20181106~20181106,벽 속에 숨은 마법시계,20181404,7399,1189,1423868200,184440
20181106~20181106,해리포터와 마법사의 돌,20010291,4994,151,1848386500,212636
20181106~20181106,스타 이즈 본,20180523,4802,290,3807401800,434533
20181106~20181106,할로윈,20180987,4555,843,819826763,100247
20181106~20181106,암수살인,20179189,2198,402,32950243348,3782251
20181106~20181106,미쓰백,20189067,1940,363,5986938566,715194
20181107~20181107,완벽한 타인,20177538,177435,6283,18283426011,2206353
20181107~20181107,보헤미안 랩소디,20185485,89874,3477,8510733213,964373
20181107~20181107,동네사람들,20170513,54297,3131,468622850,59028
20181107~20181107,창궐,20174981,7908,1036,12968996390,1560984
20181107~20181107,바울,20181171,6236,257,494136500,64088
20181107~20181107,해리포터와 마법사의 돌,20010291,5561,186,1895899000,218197
20181107~20181107,스타 이즈 본,20180523,4045,221,3837229500,438578
20181107~20181107,벽 속에 숨은 마법시계,20181404,3917,513,1452178100,188357
20181107~20181107,해피 투게더,20189869,1841,9,16569000,1841
20181107~20181107,할로윈,20180987,1644,254,833713063,101891
20181108~20181108,완벽한 타인,20177538,169783,6073,19653533861,2376136
20181108~20181108,보헤미안 랩소디,20185485,94697,3383,9317470463,1059070
20181108~20181108,동네사람들,20170513,51055,2867,873215450,110083
20181108~20181108,여곡성,20179006,11477,901,110015400,13063
20181108~20181108,바울,20181171,8495,247,557781650,72583
20181108~20181108,창궐,20174981,5711,772,13012416290,1566695
20181108~20181108,해리포터와 마법사의 돌,20010291,5105,186,1939482500,223302
20181108~20181108,성난황소,20184481,4830,18,40012000,4830
20181108~20181108,스타 이즈 본,20180523,3243,168,3860413100,441821
20181108~20181108,벽 속에 숨은 마법시계,20181404,2835,319,1471679500,191192
20181109~20181109,완벽한 타인,20177538,225144,6410,21641838298,2601280
20181109~20181109,보헤미안 랩소디,20185485,150117,3725,10718516000,1209187
20181109~20181109,동네사람들,20170513,53633,2833,1331185913,163716
20181109~20181109,여곡성,20179006,12119,830,219324800,25182
20181109~20181109,바울,20181171,8224,259,626593700,80807
20181109~20181109,해리포터와 마법사의 돌,20010291,7753,197,2014690500,231055
20181109~20181109,창궐,20174981,6034,740,13061285690,1572729
20181109~20181109,스타 이즈 본,20180523,4379,175,3895004800,446200
20181109~20181109,벽 속에 숨은 마법시계,20181404,3585,314,1498500000,194777
20181109~20181109,구스범스: 몬스터의 역습,20182693,2266,380,44927100,5404
20181110~20181110,완벽한 타인,20177538,407144,6948,25270381099,3008424
20181110~20181110,보헤미안 랩소디,20185485,322326,4312,13716596301,1531513
20181110~20181110,동네사람들,20170513,93877,2799,2150044312,257593
20181110~20181110,여곡성,20179006,16151,681,366588800,41333
20181110~20181110,해리포터와 마법사의 돌,20010291,14889,203,2153284500,245944
20181110~20181110,바울,20181171,12195,299,732079600,93002
20181110~20181110,창궐,20174981,8324,588,13131842540,1581053
20181110~20181110,구스범스: 몬스터의 역습,20182693,8036,482,110396900,13440
20181110~20181110,박물관이 진짜 살아있다,20183063,7829,295,79177750,10453
20181110~20181110,벽 속에 숨은 마법시계,20181404,7828,374,1560934250,202605
20181111~20181111,완벽한 타인,20177538,367324,6793,28553908349,3375748
20181111~20181111,보헤미안 랩소디,20185485,311652,4383,16587971601,1843165
20181111~20181111,동네사람들,20170513,94622,2687,2982648462,352215
20181111~20181111,바울,20181171,15994,320,867957850,108996
20181111~20181111,여곡성,20179006,14664,592,500277300,55997
20181111~20181111,해리포터와 마법사의 돌,20010291,13789,195,2279259500,259733
20181111~20181111,박물관이 진짜 살아있다,20183063,9318,310,152424050,19771
20181111~20181111,벽 속에 숨은 마법시계,20181404,8628,364,1629652800,211233
20181111~20181111,구스범스: 몬스터의 역습,20182693,7960,425,175567500,21400
20181111~20181111,창궐,20174981,7390,560,13194934490,1588443
20181112~20181112,완벽한 타인,20177538,127366,6318,29582240149,3503114
20181112~20181112,보헤미안 랩소디,20185485,109370,4195,17518095601,1952535
20181112~20181112,동네사람들,20170513,28349,2563,3207593162,380564
20181112~20181112,바울,20181171,6996,322,922627800,115992
20181112~20181112,해리포터와 마법사의 돌,20010291,3923,188,2313180500,263656
20181112~20181112,성난황소,20184481,3901,19,92837000,11420
20181112~20181112,여곡성,20179006,3832,513,532956100,59829
20181112~20181112,스타 이즈 본,20180523,2579,163,4014591100,461496
20181112~20181112,창궐,20174981,2413,525,13213348740,1590856
20181112~20181112,너의 췌장을 먹고 싶어,20186822,1857,10,34980000,4029
20181113~20181113,보헤미안 랩소디,20185485,119031,4235,18520643551,2071566
20181113~20181113,완벽한 타인,20177538,117089,6342,30523877499,3620203
20181113~20181113,동네사람들,20170513,25888,2486,3413192912,406452
20181113~20181113,바울,20181171,8985,340,991375250,124977
20181113~20181113,성난황소,20184481,5137,28,135871000,16557
20181113~20181113,해리포터와 마법사의 돌,20010291,4294,188,2349913000,267950
20181113~20181113,창궐,20174981,4255,490,13249587390,1595111
20181113~20181113,여곡성,20179006,3266,502,560739600,63095
20181113~20181113,스타 이즈 본,20180523,2963,163,4036462700,464459
20181113~20181113,신비한 동물들과 그린델왈드의 범죄,20176814,2713,9,27258000,2713
20181114~20181114,신비한 동물들과 그린델왈드의 범죄,20176814,272339,7972,2304100950,275052
20181114~20181114,보헤미안 랩소디,20185485,119169,2812,19491241101,2190735
20181114~20181114,완벽한 타인,20177538,117230,3637,31449568949,3737433
20181114~20181114,동네사람들,20170513,10320,797,3488407662,416772
20181114~20181114,출국,20182935,4830,536,54242500,6825
20181114~20181114,바울,20181171,4508,206,1025190700,129485
20181114~20181114,성난황소,20184481,2524,15,156409000,19081
20181114~20181114,나츠메 우인장: 세상과 연을 맺다,20181879,1454,53,323279300,38226
20181114~20181114,스타 이즈 본,20180523,1363,58,4046607300,465822
20181114~20181114,여곡성,20179006,1109,94,569722500,64204
20181115~20181115,신비한 동물들과 그린델왈드의 범죄,20176814,221661,7772,4089383200,496713
20181115~20181115,보헤미안 랩소디,20185485,131138,2595,20528314051,2321873
20181115~20181115,완벽한 타인,20177538,114544,3211,32322720299,3851977
20181115~20181115,번 더 스테이지: 더 무비,20183050,76800,698,616136000,76800
20181115~20181115,너의 췌장을 먹고 싶어,20186822,8615,532,102157750,13303
20181115~20181115,동네사람들,20170513,7007,537,3538210762,423779
20181115~20181115,출국,20182935,5328,494,94030600,12153
20181115~20181115,바울,20181171,5191,160,1064796600,134676
20181115~20181115,해피 투게더,20189869,3191,373,39168500,5189
20181115~20181115,성난황소,20184481,2322,14,175423000,21403
20181116~20181116,신비한 동물들과 그린델왈드의 범죄,20176814,231881,7577,6167660610,728594
20181116~20181116,보헤미안 랩소디,20185485,170462,3054,22051474711,2492335
20181116~20181116,완벽한 타인,20177538,128960,3377,33419708906,3980937
20181116~20181116,번 더 스테이지: 더 무비,20183050,41901,561,1001107100,118701
20181116~20181116,바울,20181171,7452,189,1124772800,142128
20181116~20181116,동네사람들,20170513,7070,542,3591994412,430849
20181116~20181116,출국,20182935,6670,461,148937800,18823
20181116~20181116,너의 췌장을 먹고 싶어,20186822,3901,466,134781383,17204
20181116~20181116,성난황소,20184481,2879,22,199765000,24282
20181116~20181116,해피 투게더,20189869,1992,343,54308400,7181
20181117~20181117,신비한 동물들과 그린델왈드의 범죄,20176814,434010,7192,10109015020,1162604
20181117~20181117,보헤미안 랩소디,20185485,326368,3818,25001826071,2818703
20181117~20181117,완벽한 타인,20177538,196946,3420,35142436074,4177883
20181117~20181117,번 더 스테이지: 더 무비,20183050,61237,533,1526733400,179938
20181117~20181117,성난황소,20184481,24098,495,411951100,48380
20181117~20181117,너의 췌장을 먹고 싶어,20186822,8775,418,203940205,25979
20181117~20181117,출국,20182935,8691,410,221755100,27514
20181117~20181117,바울,20181171,8182,194,1193247700,150310
20181117~20181117,동네사람들,20170513,7805,443,3653127812,438654
20181117~20181117,로빈슨의 언더워터 어드벤처,20183009,4994,245,49676000,6800
20181118~20181118,신비한 동물들과 그린델왈드의 범죄,20176814,357249,6664,13326169070,1519853
20181118~20181118,보헤미안 랩소디,20185485,319315,4057,27867391371,3138018
20181118~20181118,완벽한 타인,20177538,172589,3366,36650282724,4350472
20181118~20181118,번 더 스테이지: 더 무비,20183050,55130,529,1998118600,235068
20181118~20181118,성난황소,20184481,30226,497,682625050,78606
20181118~20181118,바울,20181171,9967,202,1276592850,160277
20181118~20181118,출국,20182935,9461,401,302031400,36975
20181118~20181118,너의 췌장을 먹고 싶어,20186822,7903,400,267425505,33882
20181118~20181118,동네사람들,20170513,6971,420,3707445912,445625
20181118~20181118,로빈슨의 언더워터 어드벤처,20183009,5442,235,91436000,12242
20181119~20181119,보헤미안 랩소디,20185485,135596,4137,28970826721,3273614
20181119~20181119,신비한 동물들과 그린델왈드의 범죄,20176814,88565,5924,14047399220,1608418
20181119~20181119,완벽한 타인,20177538,77444,3434,37254474424,4427916
20181119~20181119,번 더 스테이지: 더 무비,20183050,10996,323,2090671500,246064
20181119~20181119,출국,20182935,7589,462,358218850,44564
20181119~20181119,바울,20181171,5589,209,1318502600,165866
20181119~20181119,동네사람들,20170513,4824,444,3741946962,450449
20181119~20181119,너의 췌장을 먹고 싶어,20186822,2897,408,290938005,36779
20181119~20181119,국가부도의 날,20177552,2636,11,26168000,3042
20181119~20181119,해피 투게더,20189869,1685,286,143822050,17430
20181120~20181120,보헤미안 랩소디,20185485,130475,4289,30024357071,3404089
20181120~20181120,신비한 동물들과 그린델왈드의 범죄,20176814,72181,5598,14635193570,1680599
20181120~20181120,완벽한 타인,20177538,69729,3416,37799225574,4497645
20181120~20181120,툴리,20182669,11866,73,106096000,13166
20181120~20181120,번 더 스테이지: 더 무비,20183050,10530,318,2178525300,256594
20181120~20181120,출국,20182935,8204,480,418548750,52768
20181120~20181120,바울,20181171,5738,225,1361522450,171604
20181120~20181120,동네사람들,20170513,4147,424,3770383962,454596
20181120~20181120,성난황소,20184481,3833,18,719911050,83203
20181120~20181120,너의 췌장을 먹고 싶어,20186822,2386,401,308824655,39165
20181121~20181121,보헤미안 랩소디,20185485,153271,4866,31251667621,3557360
20181121~20181121,신비한 동물들과 그린델왈드의 범죄,20176814,75571,4924,15229040120,1756170
20181121~20181121,완벽한 타인,20177538,74473,3587,38379224074,4572118
20181121~20181121,번 더 스테이지: 더 무비,20183050,7493,240,2239994900,264087
20181121~20181121,출국,20182935,6067,369,463643150,58835
20181121~20181121,바울,20181171,5380,231,1398190850,176984
20181121~20181121,동네사람들,20170513,3969,382,3796562762,458565
20181121~20181121,국가부도의 날,20177552,2888,19,54604000,6845
20181121~20181121,너의 췌장을 먹고 싶어,20186822,2429,297,326562755,41594
20181121~20181121,해피 투게더,20189869,2091,211,167657850,20989
20181122~20181122,성난황소,20184481,135764,4455,1794358600,220312
20181122~20181122,보헤미안 랩소디,20185485,131665,4061,32323353271,3689025
20181122~20181122,신비한 동물들과 그린델왈드의 범죄,20176814,51520,2949,15644633870,1807690
20181122~20181122,완벽한 타인,20177538,51202,2432,38782510524,4623320
20181122~20181122,베일리 어게인,20183073,7146,581,77459100,8964
20181122~20181122,번 더 스테이지: 더 무비,20183050,4970,163,2281735600,269057
20181122~20181122,바울,20181171,4512,158,1431466950,181496
20181122~20181122,출국,20182935,3728,102,495096200,62563
20181122~20181122,국가부도의 날,20177552,3663,19,87771000,10508
20181122~20181122,툴리,20182669,3020,314,132940400,16186
20181123~20181123,보헤미안 랩소디,20185485,189644,4344,34022747489,3878669
20181123~20181123,성난황소,20184481,151350,4558,3104219482,371662
20181123~20181123,신비한 동물들과 그린델왈드의 범죄,20176814,74067,2993,16291444452,1881757
20181123~20181123,완벽한 타인,20177538,63772,2550,39337523924,4687092
20181123~20181123,베일리 어게인,20183073,7312,590,141073700,16276
20181123~20181123,번 더 스테이지: 더 무비,20183050,5293,172,2329285100,274350
20181123~20181123,바울,20181171,4694,160,1468833700,186190
20181123~20181123,출국,20182935,2416,110,513971650,64979
20181123~20181123,국가부도의 날,20177552,2410,14,109461000,12918
20181123~20181123,툴리,20182669,2356,283,154195400,18542
20181124~20181124,보헤미안 랩소디,20185485,395504,5013,37635110785,4274173
20181124~20181124,성난황소,20184481,282197,4676,5603271086,653859
20181124~20181124,신비한 동물들과 그린델왈드의 범죄,20176814,152406,2964,17662526456,2034163
20181124~20181124,완벽한 타인,20177538,109493,2641,40315286174,4796585
20181124~20181124,베일리 어게인,20183073,14942,543,275522600,31218
20181124~20181124,번 더 스테이지: 더 무비,20183050,12407,202,2434554900,286757
20181124~20181124,바울,20181171,6580,174,1525132500,192770
20181124~20181124,캡틴 샤키,20183043,3878,200,48392900,6635
20181124~20181124,꼬마비행기 피티와 친구들:사막구출 대작전,20184514,3268,235,39758950,5465
20181124~20181124,출국,20182935,3260,106,541410800,68239
20181125~20181125,보헤미안 랩소디,20185485,370278,4946,40966826835,4644451
20181125~20181125,성난황소,20184481,267159,4639,7971774586,921018
20181125~20181125,신비한 동물들과 그린델왈드의 범죄,20176814,131581,2808,18834484506,2165744
20181125~20181125,완벽한 타인,20177538,93769,2546,41142703724,4890354
20181125~20181125,베일리 어게인,20183073,14036,533,400735500,45254
20181125~20181125,번 더 스테이지: 더 무비,20183050,11645,212,2533014600,298402
20181125~20181125,바울,20181171,8990,184,1599032550,201760
20181125~20181125,캡틴 샤키,20183043,4471,205,82915050,11106
20181125~20181125,꼬마비행기 피티와 친구들:사막구출 대작전,20184514,3948,248,70728750,9413
20181125~20181125,출국,20182935,3168,108,568211850,71407
20181126~20181126,보헤미안 랩소디,20185485,135951,4594,42063503435,4780402
20181126~20181126,성난황소,20184481,96214,4501,8728059786,1017232
20181126~20181126,완벽한 타인,20177538,40652,2454,41458697274,4931006
20181126~20181126,신비한 동물들과 그린델왈드의 범죄,20176814,35476,2525,19121188406,2201220
20181126~20181126,도어락,20179230,7433,44,58119000,8843
20181126~20181126,베일리 어게인,20183073,5041,516,440841300,50295
20181126~20181126,바울,20181171,3535,172,1626033200,205295
20181126~20181126,번 더 스테이지: 더 무비,20183050,2462,157,2553603300,300864
20181126~20181126,툴리,20182669,1804,251,221730700,26129
20181126~20181126,출국,20182935,1622,108,579700150,73029
20181127~20181127,보헤미안 랩소디,20185485,131835,4365,43112218785,4912237
20181127~20181127,성난황소,20184481,82845,4271,9378908686,1100077
20181127~20181127,완벽한 타인,20177538,38368,2386,41755449474,4969374
20181127~20181127,신비한 동물들과 그린델왈드의 범죄,20176814,32107,2371,19374821656,2233327
20181127~20181127,바울,20181171,5304,192,1665419500,210599
20181127~20181127,베일리 어게인,20183073,4917,508,480114200,55212
20181127~20181127,국가부도의 날,20177552,3953,22,173615300,19208
20181127~20181127,번 더 스테이지: 더 무비,20183050,2730,176,2576143400,303594
20181127~20181127,도어락,20179230,2282,13,78373000,11125
20181127~20181127,툴리,20182669,1904,251,236832800,28033
20181128~20181128,국가부도의 날,20177552,301330,5726,1974265900,320538
20181128~20181128,보헤미안 랩소디,20185485,202908,3408,44418785835,5115145
20181128~20181128,성난황소,20184481,83461,2467,9882728386,1183538
20181128~20181128,후드,20181905,58586,2191,378012500,60784
20181128~20181128,완벽한 타인,20177538,35837,1131,41973874574,5005211
20181128~20181128,신비한 동물들과 그린델왈드의 범죄,20176814,25230,866,19527072706,2258557
20181128~20181128,거미줄에 걸린 소녀,20183007,5208,600,41713050,6148
20181128~20181128,베일리 어게인,20183073,4235,292,508323200,59447
20181128~20181128,바울,20181171,2261,93,1680390950,212860
20181128~20181128,번 더 스테이지: 더 무비,20183050,1766,72,2587740400,305360
20181129~20181129,국가부도의 날,20177552,181581,5709,3385320450,502119
20181129~20181129,보헤미안 랩소디,20185485,127482,3423,45438817635,5242627
20181129~20181129,성난황소,20184481,43961,2408,10222419586,1227499
20181129~20181129,후드,20181905,28957,2104,598393750,89741
20181129~20181129,완벽한 타인,20177538,22632,1033,42147993274,5027843
20181129~20181129,신비한 동물들과 그린델왈드의 범죄,20176814,15663,795,19646247156,2274220
20181129~20181129,거미줄에 걸린 소녀,20183007,4253,601,74165150,10401
20181129~20181129,도어락,20179230,4126,15,107591000,15657
20181129~20181129,바울,20181171,2892,97,1701263500,215752
20181129~20181129,베일리 어게인,20183073,2693,276,529523600,62140
20181130~20181130,국가부도의 날,20177552,242516,5964,5435047670,744635
20181130~20181130,보헤미안 랩소디,20185485,184033,3861,47053505489,5426660
20181130~20181130,성난황소,20184481,54861,2382,10677566512,1282360
20181130~20181130,후드,20181905,37024,1995,899966274,126765
20181130~20181130,완벽한 타인,20177538,28259,1061,42385887974,5056102
20181130~20181130,신비한 동물들과 그린델왈드의 범죄,20176814,20743,776,19818376952,2294963
20181130~20181130,거미줄에 걸린 소녀,20183007,4689,557,113174050,15090
20181130~20181130,바울,20181171,4117,111,1732411550,219869
20181130~20181130,베일리 어게인,20183073,3711,274,562602000,65851
20181130~20181130,투 프렌즈,20182966,1781,180,25375850,3758
20181201~20181201,국가부도의 날,20177552,427163,6302,9216069461,1171798
20181201~20181201,보헤미안 랩소디,20185485,328050,4725,50050161373,5754710
20181201~20181201,성난황소,20184481,87084,2151,11435983237,1369444
20181201~20181201,후드,20181905,54017,1691,1370117549,180782
20181201~20181201,완벽한 타인,20177538,41080,1160,42754804274,5097182
20181201~20181201,신비한 동물들과 그린델왈드의 범죄,20176814,35764,734,20131226318,2330727
20181201~20181201,투 프렌즈,20182966,8541,328,90462300,12299
20181201~20181201,베일리 어게인,20183073,6418,251,619480400,72269
20181201~20181201,거미줄에 걸린 소녀,20183007,5257,404,158843150,20347
20181201~20181201,바울,20181171,3843,109,1764015750,223712
20181202~20181202,국가부도의 날,20177552,400083,6166,12758179511,1571881
20181202~20181202,보헤미안 랩소디,20185485,292238,4706,52692975273,6046948
20181202~20181202,성난황소,20184481,82221,2086,12156145437,1451665
20181202~20181202,후드,20181905,46476,1605,1775841549,227258
20181202~20181202,완벽한 타인,20177538,34861,1154,43067496974,5132043
20181202~20181202,신비한 동물들과 그린델왈드의 범죄,20176814,31454,732,20403404518,2362181
20181202~20181202,투 프렌즈,20182966,8120,330,153100650,20419
20181202~20181202,베일리 어게인,20183073,6170,246,674691900,78439
20181202~20181202,바울,20181171,6125,119,1812908500,229837
20181202~20181202,거미줄에 걸린 소녀,20183007,4825,385,200609650,25172
20181203~20181203,국가부도의 날,20177552,155844,5837,13967974761,1727725
20181203~20181203,보헤미안 랩소디,20185485,111720,4348,53598255923,6158668
20181203~20181203,성난황소,20184481,31745,2072,12403497187,1483410
20181203~20181203,후드,20181905,17969,1509,1906751249,245227
20181203~20181203,완벽한 타인,20177538,16855,1190,43200553474,5148898
20181203~20181203,신비한 동물들과 그린델왈드의 범죄,20176814,9165,680,20475160068,2371346
20181203~20181203,거미줄에 걸린 소녀,20183007,2598,409,220170400,27770
20181203~20181203,베일리 어게인,20183073,2067,236,690638600,80506
20181203~20181203,바울,20181171,1814,102,1826761200,231651
20181203~20181203,도어락,20179230,1368,8,121025800,17184
20181204~20181204,국가부도의 날,20177552,144472,5824,15080372711,1872197
20181204~20181204,보헤미안 랩소디,20185485,114000,4366,54509843723,6272668
20181204~20181204,성난황소,20184481,28533,2037,12621412637,1511943
20181204~20181204,완벽한 타인,20177538,17672,1176,43336759974,5166570
20181204~20181204,후드,20181905,15299,1503,2020150699,260526
20181204~20181204,신비한 동물들과 그린델왈드의 범죄,20176814,9314,672,20545270068,2380660
20181204~20181204,거미줄에 걸린 소녀,20183007,3042,408,242546950,30812
20181204~20181204,도어락,20179230,2858,19,139591700,20042
20181204~20181204,모어 댄 블루,20181764,2524,11,23388000,3710
20181204~20181204,바울,20181171,2212,103,1843731800,233863
20181205~20181205,도어락,20179230,122978,4323,1098738550,143020
20181205~20181205,국가부도의 날,20177552,111993,4461,15962273861,1984190
20181205~20181205,보헤미안 랩소디,20185485,96185,3398,55292094423,6368853
20181205~20181205,모털 엔진,20178825,45519,2605,386672850,45519
20181205~20181205,성난황소,20184481,10630,845,12698295387,1522573
20181205~20181205,완벽한 타인,20177538,9855,594,43410513674,5176425
20181205~20181205,런닝맨 : 풀룰루의 역습,20183745,6486,301,61840100,8471
20181205~20181205,후드,20181905,4662,429,2054094399,265188
20181205~20181205,신비한 동물들과 그린델왈드의 범죄,20176814,3982,228,20576595318,2384642
20181205~20181205,베일리 어게인,20183073,2185,99,722144700,84648
20181206~20181206,도어락,20179230,112469,3986,1973218750,255489
20181206~20181206,국가부도의 날,20177552,108907,4044,16815143411,2093097
20181206~20181206,보헤미안 랩소디,20185485,94068,3148,56048762873,6462921
20181206~20181206,호두까기 인형과 4개의 왕국,20189843,36136,1178,289065300,36909
20181206~20181206,모털 엔진,20178825,26922,2269,608236100,72441
20181206~20181206,스윙키즈,20175547,10538,52,99135000,14357
20181206~20181206,완벽한 타인,20177538,8781,477,43474300674,5185206
20181206~20181206,성난황소,20184481,8656,623,12761149587,1531229
20181206~20181206,헌터 킬러,20183288,5606,428,49641700,6198
20181206~20181206,런닝맨 : 풀룰루의 역습,20183745,3866,270,87478450,12337
20181207~20181207,도어락,20179230,139818,4226,3146941754,395307
20181207~20181207,국가부도의 날,20177552,129288,4209,17922718707,2222385
20181207~20181207,보헤미안 랩소디,20185485,122108,3295,57144091646,6585029
20181207~20181207,호두까기 인형과 4개의 왕국,20189843,36331,1196,597473700,73240
20181207~20181207,모털 엔진,20178825,30250,2132,879797131,102691
20181207~20181207,완벽한 타인,20177538,9401,456,43551238324,5194607
20181207~20181207,성난황소,20184481,8858,604,12830035887,1540087
20181207~20181207,헌터 킬러,20183288,5769,396,99196700,11967
20181207~20181207,트와이스랜드,20184529,5042,158,57016000,6370
20181207~20181207,런닝맨 : 풀룰루의 역습,20183745,4666,286,121824000,17003
20181208~20181208,국가부도의 날,20177552,256115,4520,20208821951,2478500
20181208~20181208,보헤미안 랩소디,20185485,250812,3735,59427184564,6835841
20181208~20181208,도어락,20179230,233867,4553,5175162460,629174
20181208~20181208,호두까기 인형과 4개의 왕국,20189843,82644,1320,1306925200,155884
20181208~20181208,모털 엔진,20178825,53109,1743,1379080469,155800
20181208~20181208,런닝맨 : 풀룰루의 역습,20183745,49582,694,503243350,66585
20181208~20181208,완벽한 타인,20177538,14782,446,43676107374,5209389
20181208~20181208,번개맨의 비밀,20183650,14058,424,159026850,20373
20181208~20181208,성난황소,20184481,13790,511,12939899237,1553877
20181208~20181208,헌터 킬러,20183288,9280,317,180191600,21247
20181209~20181209,국가부도의 날,20177552,245798,4451,22403627951,2724298
20181209~20181209,보헤미안 랩소디,20185485,224342,3726,61456967314,7060183
20181209~20181209,도어락,20179230,198391,4425,6911619510,827565
