showrange,movienm,moviecd,audicnt,showcnt,salesacc,audiacc
showrange,movienm,moviecd,NULL,NULL,NULL,NULL
20190128~20190128,글래스,20182544,4926,674,NULL,457386
20190128~20190128,보헤미안 랩소디,20185485,4122,291,NULL,9914828
20190128~20190128,가버나움,20184896,4067,216,218587036,25936
20190128~20190128,그린 북,20184574,3598,216,1876470514,214250
20190129~20190129,극한직업,20182530,358186,10033,NULL,3894937
20190129~20190129,러브 유어셀프 인 서울,20185124,25240,519,NULL,233856
20190129~20190129,말모이,20184105,25202,2302,NULL,2706999
20190129~20190129,내안의 그놈,20176251,15429,1578,NULL,1900862
20190129~20190129,주먹왕 랄프 2: 인터넷 속으로,20189463,7590,616,NULL,1749507
20190129~20190129,보헤미안 랩소디,20185485,5666,300,NULL,9920494
20190129~20190129,글래스,20182544,5430,695,NULL,462816
20190129~20190129,가버나움,20184896,4470,224,252820666,30406
20190129~20190129,그린 북,20184574,4134,214,1908123904,218384
20190129~20190129,챔피언스,20196263,3127,17,31347000,3483
20190130~20190130,극한직업,20182530,564825,7882,NULL,4459762
20190130~20190130,뺑반,20180868,253727,5362,1645335750,267984
20190130~20190130,드래곤 길들이기 3,20186261,124517,3530,917121640,134135
20190130~20190130,말모이,20184105,21211,818,NULL,2728210
20190130~20190130,러브 유어셀프 인 서울,20185124,18491,282,NULL,252347
20190130~20190130,가버나움,20184896,5168,161,285454366,35574
20190130~20190130,그린 북,20184574,3227,92,1927494504,221611
20190130~20190130,내안의 그놈,20176251,2895,165,NULL,1903757
20190130~20190130,기묘한 가족,20174169,1972,9,20204000,3098
20190130~20190130,주먹왕 랄프 2: 인터넷 속으로,20189463,1626,78,NULL,1751133
20190131~20190131,극한직업,20182530,350685,7878,NULL,4810447
20190131~20190131,뺑반,20180868,122748,4923,NULL,390732
20190131~20190131,드래곤 길들이기 3,20186261,68834,3198,1466111110,202969
20190131~20190131,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,48839,1526,372911520,51127
20190131~20190131,러브 유어셀프 인 서울,20185124,10332,269,NULL,262679
20190131~20190131,말모이,20184105,9897,688,NULL,2738107
20190131~20190131,증인,20185881,5989,46,164913400,17947
20190131~20190131,기묘한 가족,20174169,4022,15,56402000,7120
20190131~20190131,가버나움,20184896,3329,131,312766666,38903
20190131~20190131,사랑은 비가 갠 뒤처럼,20184274,2194,10,29634000,3454
20190201~20190201,극한직업,20182530,462875,8829,NULL,5273322
20190201~20190201,뺑반,20180868,131301,4577,NULL,522033
20190201~20190201,드래곤 길들이기 3,20186261,74501,3247,2130267066,277470
20190201~20190201,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,28939,1428,602091040,80066
20190201~20190201,러브 유어셀프 인 서울,20185124,10696,262,NULL,273375
20190201~20190201,말모이,20184105,10617,645,NULL,2748724
20190201~20190201,알리타: 배틀 엔젤,20188282,4193,31,91099000,6710
20190201~20190201,그린 북,20184574,3750,138,1977920484,227525
20190201~20190201,가버나움,20184896,3391,134,342642926,42294
20190201~20190201,내안의 그놈,20176251,1817,112,NULL,1907029
20190202~20190202,극한직업,20182530,962555,10140,NULL,6235877
20190202~20190202,뺑반,20180868,219180,4088,NULL,741213
20190202~20190202,드래곤 길들이기 3,20186261,179529,3298,NULL,456999
20190202~20190202,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,134911,1814,1658947910,214977
20190202~20190202,말모이,20184105,16107,531,NULL,2764831
20190202~20190202,러브 유어셀프 인 서울,20185124,14831,226,NULL,288206
20190202~20190202,그린 북,20184574,6293,134,2036822384,233818
20190202~20190202,가버나움,20184896,5628,128,392602456,47922
20190202~20190202,증인,20185881,3335,18,200156880,21597
20190202~20190202,알리타: 배틀 엔젤,20188282,2600,15,131793000,9310
20190203~20190203,극한직업,20182530,1058680,10419,NULL,7294557
20190203~20190203,뺑반,20180868,221789,3824,NULL,963002
20190203~20190203,드래곤 길들이기 3,20186261,166677,3267,NULL,623676
20190203~20190203,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,94623,1875,NULL,309600
20190203~20190203,말모이,20184105,18715,525,NULL,2783546
20190203~20190203,러브 유어셀프 인 서울,20185124,11001,214,NULL,299207
20190203~20190203,그린 북,20184574,6550,128,2097251484,240368
20190203~20190203,가버나움,20184896,6079,132,446713936,54001
20190203~20190203,알리타: 배틀 엔젤,20188282,3390,15,183655000,12700
20190203~20190203,증인,20185881,2846,17,227171880,24443
20190204~20190204,극한직업,20182530,975927,10906,NULL,8270484
20190204~20190204,뺑반,20180868,180905,3583,NULL,1143907
20190204~20190204,드래곤 길들이기 3,20186261,123409,3170,NULL,747085
20190204~20190204,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,50787,1700,NULL,360387
20190204~20190204,말모이,20184105,19166,511,NULL,2802712
20190204~20190204,그린 북,20184574,6841,136,NULL,247209
20190204~20190204,러브 유어셀프 인 서울,20185124,6127,169,NULL,305334
20190204~20190204,가버나움,20184896,6102,134,501746596,60103
20190204~20190204,보헤미안 랩소디,20185485,2016,51,NULL,9929429
20190204~20190204,내안의 그놈,20176251,1994,88,NULL,1912796
20190205~20190205,극한직업,20182530,1130176,10199,NULL,9400660
20190205~20190205,알리타: 배틀 엔젤,20188282,264263,3456,NULL,276963
20190205~20190205,뺑반,20180868,162519,2540,NULL,1306426
20190205~20190205,드래곤 길들이기 3,20186261,76624,2171,NULL,823709
20190205~20190205,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,25536,1139,NULL,385923
20190205~20190205,말모이,20184105,14371,313,NULL,2817083
20190205~20190205,그린 북,20184574,6278,128,NULL,253487
20190205~20190205,가버나움,20184896,4827,124,546066356,64930
20190205~20190205,러브 유어셀프 인 서울,20185124,3982,105,NULL,309316
20190205~20190205,보헤미안 랩소디,20185485,1581,36,NULL,9931010
20190206~20190206,극한직업,20182530,1131697,9924,NULL,10532357
20190206~20190206,알리타: 배틀 엔젤,20188282,282430,3523,NULL,559393
20190206~20190206,뺑반,20180868,148122,2340,NULL,1454548
20190206~20190206,드래곤 길들이기 3,20186261,117834,1918,NULL,941543
20190206~20190206,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,54313,1037,NULL,440236
20190206~20190206,레고 무비2,20185444,23045,675,208457420,25574
20190206~20190206,말모이,20184105,12231,286,NULL,2829314
20190206~20190206,그린 북,20184574,6652,124,NULL,260139
20190206~20190206,러브 유어셀프 인 서울,20185124,6455,95,NULL,315771
20190206~20190206,가버나움,20184896,6168,129,600484826,71098
20190207~20190207,극한직업,20182530,460448,8509,NULL,10992805
20190207~20190207,알리타: 배틀 엔젤,20188282,119475,3905,NULL,678868
20190207~20190207,뺑반,20180868,61925,2415,NULL,1516473
20190207~20190207,드래곤 길들이기 3,20186261,38600,1740,NULL,980143
20190207~20190207,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,8591,618,NULL,448827
20190207~20190207,레고 무비2,20185444,5639,603,248353980,31213
20190207~20190207,러브 유어셀프 인 서울,20185124,3520,71,NULL,319291
20190207~20190207,말모이,20184105,3419,252,NULL,2832733
20190207~20190207,가버나움,20184896,3110,137,625033476,74208
20190207~20190207,그린 북,20184574,2755,119,NULL,262894
20190208~20190208,극한직업,20182530,409794,8784,NULL,11402599
20190208~20190208,알리타: 배틀 엔젤,20188282,114672,4039,NULL,793540
20190208~20190208,뺑반,20180868,53774,2344,NULL,1570247
20190208~20190208,드래곤 길들이기 3,20186261,35556,1651,NULL,1015699
20190208~20190208,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,7492,584,NULL,456319
20190208~20190208,레고 무비2,20185444,5610,538,291130570,36823
20190208~20190208,기묘한 가족,20174169,5271,22,97521000,13136
20190208~20190208,말모이,20184105,3895,260,NULL,2836628
20190208~20190208,러브 유어셀프 인 서울,20185124,3641,70,NULL,322932
20190208~20190208,가버나움,20184896,3042,126,651302806,77250
20190209~20190209,극한직업,20182530,776215,9526,NULL,12178814
20190209~20190209,알리타: 배틀 엔젤,20188282,247117,4268,NULL,1040657
20190209~20190209,뺑반,20180868,86771,2195,NULL,1657018
20190209~20190209,드래곤 길들이기 3,20186261,82465,1573,NULL,1098164
20190209~20190209,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,33522,669,NULL,489841
20190209~20190209,레고 무비2,20185444,16994,563,424041500,53817
20190209~20190209,러브 유어셀프 인 서울,20185124,9454,72,NULL,332386
20190209~20190209,말모이,20184105,6466,291,NULL,2843094
20190209~20190209,그린 북,20184574,5592,120,NULL,271481
20190209~20190209,가버나움,20184896,5302,129,698083136,82552
20190210~20190210,극한직업,20182530,660049,9392,NULL,12838863
20190210~20190210,알리타: 배틀 엔젤,20188282,216214,4158,NULL,1256871
20190210~20190210,드래곤 길들이기 3,20186261,82872,1573,NULL,1181036
20190210~20190210,뺑반,20180868,75176,2093,NULL,1732194
20190210~20190210,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,33390,686,NULL,523231
20190210~20190210,레고 무비2,20185444,17213,533,558927960,71030
20190210~20190210,러브 유어셀프 인 서울,20185124,9980,71,NULL,342366
20190210~20190210,그린 북,20184574,5926,127,NULL,277407
20190210~20190210,말모이,20184105,5642,287,NULL,2848736
20190210~20190210,가버나움,20184896,5235,140,743239486,87787
20190211~20190211,극한직업,20182530,214339,8681,NULL,13053202
20190211~20190211,알리타: 배틀 엔젤,20188282,66011,4047,NULL,1322882
20190211~20190211,뺑반,20180868,29614,2148,NULL,1761808
20190211~20190211,드래곤 길들이기 3,20186261,23346,1498,NULL,1204382
20190211~20190211,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,3425,426,NULL,526656
20190211~20190211,레고 무비2,20185444,2764,410,578047220,73794
20190211~20190211,말모이,20184105,2627,269,NULL,2851363
20190211~20190211,가버나움,20184896,2292,136,761360216,90079
20190211~20190211,그린 북,20184574,1929,114,NULL,279336
20190211~20190211,콜드 워,20195790,1196,84,96880400,11284
20190212~20190212,극한직업,20182530,198064,8617,NULL,13251266
20190212~20190212,알리타: 배틀 엔젤,20188282,63473,4010,NULL,1386355
20190212~20190212,뺑반,20180868,28998,2137,NULL,1790806
20190212~20190212,드래곤 길들이기 3,20186261,25083,1510,NULL,1229465
20190212~20190212,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,4752,460,NULL,531408
20190212~20190212,가버나움,20184896,4446,166,794773346,94525
20190212~20190212,레고 무비2,20185444,4116,432,605860270,77910
20190212~20190212,그린 북,20184574,2592,125,NULL,281928
20190212~20190212,말모이,20184105,2550,264,NULL,2853913
20190212~20190212,증인,20185881,2262,25,330692260,36025
20190213~20190213,극한직업,20182530,172086,6439,NULL,13423352
20190213~20190213,증인,20185881,81424,3833,964073910,117449
20190213~20190213,알리타: 배틀 엔젤,20188282,48230,2679,NULL,1434585
20190213~20190213,기묘한 가족,20174169,42736,2741,443839900,57358
20190213~20190213,드래곤 길들이기 3,20186261,16226,809,NULL,1245691
20190213~20190213,뺑반,20180868,11793,879,NULL,1802599
20190213~20190213,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,3272,211,NULL,534680
20190213~20190213,신밧드와 마법 양탄자,20196404,3056,234,18889600,3097
20190213~20190213,가버나움,20184896,2167,124,811563896,96692
20190213~20190213,그린 북,20184574,1767,90,NULL,283695
20190214~20190214,극한직업,20182530,167585,5217,NULL,13590937
20190214~20190214,증인,20185881,85900,3339,1633640920,203349
20190214~20190214,해피 데스데이 2 유,20195915,72440,2477,574640090,72654
20190214~20190214,알리타: 배틀 엔젤,20188282,40088,1862,NULL,1474673
20190214~20190214,기묘한 가족,20174169,36571,2123,728199900,93929
20190214~20190214,명탐정 코난:전율의 악보,20162003,27534,426,204814600,28146
20190214~20190214,메리 포핀스 리턴즈,20184888,27117,1445,225515590,28309
20190214~20190214,드래곤 길들이기 3,20186261,12920,498,NULL,1258611
20190214~20190214,드래곤볼 슈퍼: 브로리,20195984,7720,302,64147890,8111
20190214~20190214,뺑반,20180868,5088,347,NULL,1807687
20190215~20190215,극한직업,20182530,191503,5451,NULL,13782440
20190215~20190215,증인,20185881,98609,3477,NULL,301958
20190215~20190215,해피 데스데이 2 유,20195915,57716,2516,1070508140,130370
20190215~20190215,알리타: 배틀 엔젤,20188282,45876,1849,NULL,1520549
20190215~20190215,기묘한 가족,20174169,29956,2004,979300041,123885
20190215~20190215,메리 포핀스 리턴즈,20184888,22072,1406,409459580,50381
20190215~20190215,드래곤 길들이기 3,20186261,13649,523,NULL,1272260
20190215~20190215,명탐정 코난:전율의 악보,20162003,12279,410,303013200,40425
20190215~20190215,드래곤볼 슈퍼: 브로리,20195984,4501,293,104856080,12612
20190215~20190215,신밧드와 마법 양탄자,20196404,4446,244,69439330,11240
20190216~20190216,극한직업,20182530,405476,6016,NULL,14187916
20190216~20190216,증인,20185881,209875,3710,NULL,511833
20190216~20190216,알리타: 배틀 엔젤,20188282,104037,1875,NULL,1624586
20190216~20190216,해피 데스데이 2 유,20195915,86488,2499,1812284890,216858
20190216~20190216,기묘한 가족,20174169,49596,1753,1397579995,173481
20190216~20190216,메리 포핀스 리턴즈,20184888,43130,1361,772962560,93511
20190216~20190216,드래곤 길들이기 3,20186261,35909,707,NULL,1308169
20190216~20190216,명탐정 코난:전율의 악보,20162003,22683,410,482288700,63108
20190216~20190216,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,8716,213,NULL,547873
20190216~20190216,드래곤볼 슈퍼: 브로리,20195984,8084,298,176562880,20696
20190217~20190217,극한직업,20182530,348325,5916,NULL,14536241
20190217~20190217,증인,20185881,225305,3788,NULL,737138
20190217~20190217,알리타: 배틀 엔젤,20188282,93432,1906,NULL,1718018
20190217~20190217,해피 데스데이 2 유,20195915,71284,2245,NULL,288142
20190217~20190217,기묘한 가족,20174169,42773,1651,1758999795,216254
20190217~20190217,드래곤 길들이기 3,20186261,39505,764,NULL,1347674
20190217~20190217,메리 포핀스 리턴즈,20184888,36980,1275,1082107740,130491
20190217~20190217,명탐정 코난:전율의 악보,20162003,20268,408,643364000,83376
20190217~20190217,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,10271,225,NULL,558144
20190217~20190217,드래곤볼 슈퍼: 브로리,20195984,7034,291,238535780,27730
20190218~20190218,극한직업,20182530,114307,5461,NULL,14650548
20190218~20190218,증인,20185881,94251,3822,NULL,831389
20190218~20190218,알리타: 배틀 엔젤,20188282,29618,1911,NULL,1747636
20190218~20190218,해피 데스데이 2 유,20195915,29529,2096,NULL,317671
20190218~20190218,기묘한 가족,20174169,14066,1521,1868314865,230320
20190218~20190218,메리 포핀스 리턴즈,20184888,13657,1191,1186761860,144148
20190218~20190218,드래곤 길들이기 3,20186261,11869,617,NULL,1359543
20190218~20190218,명탐정 코난:전율의 악보,20162003,5377,325,682966400,88753
20190218~20190218,드래곤볼 슈퍼: 브로리,20195984,2711,271,260396730,30441
20190218~20190218,신밧드와 마법 양탄자,20196404,2237,206,172090140,25072
20190219~20190219,증인,20185881,116432,3981,NULL,947821
20190219~20190219,극한직업,20182530,114270,5431,NULL,14764818
20190219~20190219,알리타: 배틀 엔젤,20188282,30226,1875,NULL,1777862
20190219~20190219,해피 데스데이 2 유,20195915,25667,1986,NULL,343338
20190219~20190219,기묘한 가족,20174169,15585,1524,1989917465,245905
20190219~20190219,메리 포핀스 리턴즈,20184888,14203,1162,1294346490,158351
20190219~20190219,드래곤 길들이기 3,20186261,12901,638,NULL,1372444
20190219~20190219,명탐정 코난:전율의 악보,20162003,4723,307,717950800,93476
20190219~20190219,해리포터와 비밀의 방,20020222,3892,34,39104000,4004
20190219~20190219,사바하,20177539,3198,23,69302100,7173
20190220~20190220,사바하,20177539,184517,5881,1507351110,191690
20190220~20190220,극한직업,20182530,91845,3673,NULL,14856663
20190220~20190220,증인,20185881,80798,3097,NULL,1028619
20190220~20190220,콜드 체이싱,20185576,19775,1433,156125290,20062
20190220~20190220,해리포터와 비밀의 방,20020222,15433,203,159962500,19437
20190220~20190220,알리타: 배틀 엔젤,20188282,15056,834,NULL,1792918
20190220~20190220,신데렐라:마법 반지의 비밀,20195743,14382,519,136668860,18768
20190220~20190220,해피 데스데이 2 유,20195915,11279,777,NULL,354617
20190220~20190220,메리 포핀스 리턴즈,20184888,7646,454,1352665890,165997
20190220~20190220,드래곤 길들이기 3,20186261,7457,257,NULL,1379901
20190221~20190221,사바하,20177539,144986,5725,NULL,336676
20190221~20190221,극한직업,20182530,82354,3546,NULL,14939017
20190221~20190221,증인,20185881,77606,3142,NULL,1106225
20190221~20190221,신데렐라:마법 반지의 비밀,20195743,15342,541,240878630,34110
20190221~20190221,해리포터와 비밀의 방,20020222,13537,199,266403500,32974
20190221~20190221,알리타: 배틀 엔젤,20188282,13508,749,NULL,1806426
20190221~20190221,콜드 체이싱,20185576,13161,1246,257647910,33223
20190221~20190221,해피 데스데이 2 유,20195915,8629,628,NULL,363246
20190221~20190221,드래곤 길들이기 3,20186261,7196,250,NULL,1387097
20190221~20190221,메리 포핀스 리턴즈,20184888,6798,368,1404359840,172795
20190222~20190222,사바하,20177539,177329,5771,NULL,514005
20190222~20190222,극한직업,20182530,93652,3644,NULL,15032669
20190222~20190222,증인,20185881,90479,3447,NULL,1196704
20190222~20190222,신데렐라:마법 반지의 비밀,20195743,18481,647,378499920,52591
20190222~20190222,알리타: 배틀 엔젤,20188282,16460,771,NULL,1822886
20190222~20190222,해리포터와 비밀의 방,20020222,13715,203,393922500,46689
20190222~20190222,콜드 체이싱,20185576,11867,1137,359276612,45090
20190222~20190222,해피 데스데이 2 유,20195915,8453,576,NULL,371699
20190222~20190222,드래곤 길들이기 3,20186261,8298,294,NULL,1395395
20190222~20190222,메리 포핀스 리턴즈,20184888,6195,357,1454804170,178990
20190223~20190223,사바하,20177539,348834,5685,NULL,862839
20190223~20190223,극한직업,20182530,199025,3795,NULL,15231694
20190223~20190223,증인,20185881,187720,4008,NULL,1384424
20190223~20190223,신데렐라:마법 반지의 비밀,20195743,40730,986,691250120,93321
20190223~20190223,알리타: 배틀 엔젤,20188282,32998,778,NULL,1855884
20190223~20190223,콜드 체이싱,20185576,17615,931,510917807,62705
20190223~20190223,드래곤 길들이기 3,20186261,17185,443,NULL,1412580
20190223~20190223,해리포터와 비밀의 방,20020222,17148,213,554081000,63837
20190223~20190223,해피 데스데이 2 유,20195915,11100,481,NULL,382799
20190223~20190223,메리 포핀스 리턴즈,20184888,11000,363,1548276940,189990
20190224~20190224,사바하,20177539,313336,5576,NULL,1176175
20190224~20190224,극한직업,20182530,185583,3751,NULL,15417277
20190224~20190224,증인,20185881,175832,3907,NULL,1560256
20190224~20190224,신데렐라:마법 반지의 비밀,20195743,39830,1013,1000334890,133151
20190224~20190224,알리타: 배틀 엔젤,20188282,29462,751,NULL,1885346
20190224~20190224,드래곤 길들이기 3,20186261,18137,445,NULL,1430717
20190224~20190224,콜드 체이싱,20185576,15598,883,645085987,78303
20190224~20190224,해리포터와 비밀의 방,20020222,15464,201,695995000,79301
20190224~20190224,더 페이버릿: 여왕의 여자,20180937,10029,190,346640010,39505
20190224~20190224,해피 데스데이 2 유,20195915,9598,471,NULL,392397
20190225~20190225,사바하,20177539,119778,5320,NULL,1295953
20190225~20190225,증인,20185881,67363,3741,NULL,1627619
20190225~20190225,극한직업,20182530,65055,3580,NULL,15482332
20190225~20190225,신데렐라:마법 반지의 비밀,20195743,19068,770,1132028810,152219
20190225~20190225,알리타: 배틀 엔젤,20188282,10083,759,NULL,1895429
20190225~20190225,드래곤 길들이기 3,20186261,8634,386,NULL,1439351
20190225~20190225,해리포터와 비밀의 방,20020222,7600,191,756428000,86901
20190225~20190225,더 페이버릿: 여왕의 여자,20180937,6471,210,398733650,45976
20190225~20190225,콜드 체이싱,20185576,6281,865,693920247,84584
20190225~20190225,해피 데스데이 2 유,20195915,5746,483,NULL,398143
20190226~20190226,사바하,20177539,106800,5281,NULL,1402753
20190226~20190226,증인,20185881,67934,3739,NULL,1695553
20190226~20190226,극한직업,20182530,61140,3577,NULL,15543472
20190226~20190226,신데렐라:마법 반지의 비밀,20195743,21893,789,1281758450,174112
20190226~20190226,알리타: 배틀 엔젤,20188282,11831,762,NULL,1907260
20190226~20190226,드래곤 길들이기 3,20186261,10401,398,NULL,1449752
20190226~20190226,더 페이버릿: 여왕의 여자,20180937,8122,218,462857030,54098
20190226~20190226,해리포터와 비밀의 방,20020222,7034,192,812366500,93935
20190226~20190226,메리 포핀스 리턴즈,20184888,5886,352,1708907660,210214
20190226~20190226,콜드 체이싱,20185576,5721,842,737660667,90305
20190227~20190227,사바하,20177539,167791,3693,NULL,1570544
20190227~20190227,증인,20185881,138913,2909,NULL,1834466
20190227~20190227,항거:유관순 이야기,20196601,99754,2861,609226750,102744
20190227~20190227,극한직업,20182530,89179,2524,NULL,15632651
20190227~20190227,자전차왕 엄복동,20176442,43408,2278,321850050,51124
20190227~20190227,어쩌다, 결혼,20195791,22216,1408,141349770
20190227~20190227,신데렐라:마법 반지의 비밀,20195743,16135,464,1391829530,190247
20190227~20190227,더 페이버릿: 여왕의 여자,20180937,9798,181,524452670,63896
20190227~20190227,해리포터와 비밀의 방,20020222,8661,195,876556000,102596
20190227~20190227,알리타: 배틀 엔젤,20188282,7721,261,NULL,1914981
20190228~20190228,사바하,20177539,106839,3798,NULL,1677383
20190228~20190228,항거:유관순 이야기,20196601,82232,3113,1227616030,184976
20190228~20190228,증인,20185881,81279,3117,NULL,1915745
20190228~20190228,극한직업,20182530,66832,2548,NULL,15699483
20190228~20190228,자전차왕 엄복동,20176442,22126,2066,488802950,73250
20190228~20190228,신데렐라:마법 반지의 비밀,20195743,16434,507,1505327510,206681
20190228~20190228,어쩌다, 결혼,20195791,13602,1347,246803430
20190228~20190228,슈퍼미니 2,20196585,8047,377,126777320,17899
20190228~20190228,드래곤 길들이기 3,20186261,7737,209,NULL,1464741
20190228~20190228,더 페이버릿: 여왕의 여자,20180937,7086,191,581237120,70982
20190301~20190301,항거:유관순 이야기,20196601,262491,4108,NULL,447467
20190301~20190301,사바하,20177539,186751,3907,NULL,1864134
20190301~20190301,증인,20185881,148186,3446,NULL,2063931
20190301~20190301,극한직업,20182530,134879,2532,NULL,15834362
20190301~20190301,자전차왕 엄복동,20176442,35351,1603,784790060,108601
20190301~20190301,신데렐라:마법 반지의 비밀,20195743,26834,717,1714324320,233515
20190301~20190301,어쩌다, 결혼,20195791,14964,972,376333849
20190301~20190301,드래곤 길들이기 3,20186261,14474,262,NULL,1479215
20190301~20190301,더 페이버릿: 여왕의 여자,20180937,13111,247,697464070,84093
20190301~20190301,슈퍼미니 2,20196585,11459,452,218416980,29358
20190302~20190302,항거:유관순 이야기,20196601,189038,4364,NULL,636505
20190302~20190302,사바하,20177539,162038,3780,NULL,2026172
20190302~20190302,증인,20185881,127417,3449,NULL,2191348
20190302~20190302,극한직업,20182530,112618,2580,NULL,15946980
20190302~20190302,자전차왕 엄복동,20176442,24981,1365,994751490,133582
20190302~20190302,신데렐라:마법 반지의 비밀,20195743,18739,726,1860641310,252254
20190302~20190302,더 페이버릿: 여왕의 여자,20180937,11912,262,802892290,96005
20190302~20190302,어쩌다, 결혼,20195791,11680,836,478745409
20190302~20190302,그린 북,20184574,10469,204,NULL,335490
20190302~20190302,드래곤 길들이기 3,20186261,10445,281,NULL,1489660
20190303~20190303,항거:유관순 이야기,20196601,154533,4310,NULL,791038
20190303~20190303,사바하,20177539,122329,3626,NULL,2148501
20190303~20190303,증인,20185881,97042,3355,NULL,2288390
20190303~20190303,극한직업,20182530,82814,2522,NULL,16029794
20190303~20190303,자전차왕 엄복동,20176442,20748,1256,1167935450,154330
20190303~20190303,신데렐라:마법 반지의 비밀,20195743,15065,697,1979457140,267319
20190303~20190303,드래곤 길들이기 3,20186261,9099,280,NULL,1498759
20190303~20190303,더 페이버릿: 여왕의 여자,20180937,8911,255,882039140,104916
20190303~20190303,그린 북,20184574,8146,207,NULL,343636
20190303~20190303,어쩌다, 결혼,20195791,7342,768,541177479
20190304~20190304,항거:유관순 이야기,20196601,44117,3877,NULL,835155
20190304~20190304,사바하,20177539,37179,3339,NULL,2185680
20190304~20190304,증인,20185881,27595,3005,NULL,2315985
20190304~20190304,극한직업,20182530,26877,2418,NULL,16056671
20190304~20190304,자전차왕 엄복동,20176442,5959,1043,1211945740,160289
20190304~20190304,더 페이버릿: 여왕의 여자,20180937,4268,260,915692660,109184
20190304~20190304,그린 북,20184574,3254,203,NULL,346890
20190304~20190304,신데렐라:마법 반지의 비밀,20195743,2895,347,2000479740,270214
20190304~20190304,어쩌다, 결혼,20195791,2396,611,559996759
20190304~20190304,빠삐용,20195789,2176,302,245532850,30704
20190305~20190305,항거:유관순 이야기,20196601,35164,3790,NULL,870319
20190305~20190305,사바하,20177539,33650,3315,NULL,2219330
20190305~20190305,극한직업,20182530,25684,2405,NULL,16082355
20190305~20190305,증인,20185881,24411,2945,NULL,2340396
20190305~20190305,자전차왕 엄복동,20176442,5243,1027,1253020790,165532
20190305~20190305,더 페이버릿: 여왕의 여자,20180937,4055,260,947133280,113239
20190305~20190305,그린 북,20184574,3965,225,NULL,350855
20190305~20190305,어쩌다, 결혼,20195791,2380,626,578566649
20190305~20190305,칠곡 가시나들,20185350,2073,216,237404000,27480
20190305~20190305,빠삐용,20195789,2055,295,261466850,32759
20190306~20190306,캡틴 마블,20181877,461134,11021,NULL,461758
20190306~20190306,항거:유관순 이야기,20196601,20715,1906,NULL,891034
20190306~20190306,사바하,20177539,15911,1444,NULL,2235241
20190306~20190306,증인,20185881,15115,1607,NULL,2355511
20190306~20190306,극한직업,20182530,12235,902,NULL,16094590
20190306~20190306,돈,20176103,3999,19,34207000,3999
20190306~20190306,더 페이버릿: 여왕의 여자,20180937,3273,189,973373760,116512
20190306~20190306,그린 북,20184574,2138,123,NULL,352993
20190306~20190306,브라더 오브 더 이어,20195943,1329,6,18954000,2106
20190306~20190306,더 와이프,20196323,1138,70,164726157,20892
20190307~20190307,캡틴 마블,20181877,312694,10954,NULL,774452
20190307~20190307,항거:유관순 이야기,20196601,20085,1829,NULL,911119
20190307~20190307,사바하,20177539,14538,1360,NULL,2249779
20190307~20190307,증인,20185881,14173,1538,NULL,2369684
20190307~20190307,극한직업,20182530,12010,884,NULL,16106600
20190307~20190307,더 페이버릿: 여왕의 여자,20180937,2773,159,995470720,119285
20190307~20190307,그린 북,20184574,2643,131,NULL,355636
20190307~20190307,칠곡 가시나들,20185350,1523,171,258054500,30106
20190307~20190307,킹 오브 프리즘 -샤이니 세븐 스타즈-,20197723,1514,57,27918170,3189
20190307~20190307,돈,20176103,1334,8,42211000,5333
20190308~20190308,캡틴 마블,20181877,413068,11220,NULL,1187520
20190308~20190308,항거:유관순 이야기,20196601,23212,1866,NULL,934331
20190308~20190308,사바하,20177539,18892,1401,NULL,2268671
20190308~20190308,증인,20185881,16076,1528,NULL,2385760
20190308~20190308,극한직업,20182530,13978,950,NULL,16120578
20190308~20190308,더 페이버릿: 여왕의 여자,20180937,3629,175,1027149179,122914
20190308~20190308,그린 북,20184574,3098,136,NULL,358734
20190308~20190308,칠곡 가시나들,20185350,1366,177,269776400,31472
20190308~20190308,더 와이프,20196323,1271,66,182653507,23237
20190308~20190308,질투의 역사,20183085,861,5,9439000,861
20190309~20190309,캡틴 마블,20181877,1001712,12039,NULL,2189232
20190309~20190309,항거:유관순 이야기,20196601,54780,1789,NULL,989111
20190309~20190309,사바하,20177539,38446,1315,NULL,2307117
20190309~20190309,증인,20185881,35898,1420,NULL,2421658
20190309~20190309,극한직업,20182530,28632,974,NULL,16149210
20190309~20190309,그린 북,20184574,7293,177,NULL,366027
20190309~20190309,리노,20177282,6960,389,61852060,8030
20190309~20190309,더 페이버릿: 여왕의 여자,20180937,5932,166,1080777950,128846
